sentence #,Word,Tag
53,From,O
53,Annamacharya,O
53,Institute,O
53,of,O
53,Technology,O
53,",",O
53,JNTU,O
53,Hyderabad,O
53,2015,O
53,Project,O
53,Details,O
53,Title,O
53,:,O
53,E,O
53,Banking,O
53,solutions,O
53,Client,O
53,:,O
53,Union,O
53,Bank,O
53,of,O
53,Canada,O
53,",",O
53,Canada,O
53,Role,O
53,:,O
53,Configuration,O
53,Engineer,O
53,Environment,O
53,:,O
53,Maven,B-Skill
53,",",O
53,Jenkins,B-Skill
53,",",O
53,CHEF,B-Skill
53,",",O
53,UDeploy,B-Skill
53,",",O
53,SVN,O
53,",",O
53,Linux,B-Skill
53,",",O
53,Weblogic,O
53,",",O
53,Aws,O
53,Duration,O
53,:,O
53,Nov,O
53,2016,O
53,to,O
53,till,O
53,date,O
53,Project,O
53,Description,O
53,:,O
53,This,O
53,is,O
53,a,O
53,banking,O
53,project,O
53,and,O
53,basic,O
53,objective,O
53,of,O
53,this,O
53,project,O
53,is,O
53,to,O
53,deal,O
53,with,O
53,the,O
53,loans,O
53,.,O
53,This,O
53,application,O
53,is,O
53,based,O
53,on,O
53,Java,O
53,technology,O
53,.,O
53,For,O
53,this,O
53,we,O
53,have,O
53,to,O
53,schedule,O
53,the,O
53,tasks,O
53,and,O
53,have,O
53,to,O
53,collect,O
53,code,O
53,from,O
53,development,O
53,team,O
53,and,O
53,have,O
53,to,O
53,build,O
53,and,O
53,deploy,O
53,the,O
53,code,O
53,later,O
53,have,O
53,to,O
53,support,O
53,the,O
53,release,O
53,management,O
53,team,O
53,of,O
53,which,O
53,executing,O
53,Java,O
53,applications,O
53,build,O
53,and,O
53,deployments,O
53,in,O
53,Dev,O
53,",",O
53,QA,O
53,",",O
53,performance,O
53,and,O
53,production,O
53,environments,O
53,.,O
53,.,O
53,.,O
53,Responsibilities,O
53,:,O
53,Involved,O
53,in,O
53,automation,O
53,of,O
53,Configuration,O
53,Management,O
53,using,O
53,CHEF,B-Skill
53,and,O
53,automated,O
53,multiple,O
53,environments,O
53,like,O
53,Prod,O
53,and,O
53,Non,O
53,Prod,O
53,.,O
53,Involved,O
53,in,O
53,configuring,O
53,AWS,B-Skill
53,Environment,O
53,to,O
53,deploy,O
53,applications,O
53,.,O
53,Involved,O
53,in,O
53,Release,O
53,Management,O
53,and,O
53,automated,O
53,the,O
53,overall,O
53,release,O
53,process,O
53,using,O
53,Urban,O
53,Code,O
53,Deployments,O
53,UDeploy,B-Skill
53,For,O
53,on,O
53,boarding,O
53,existing,O
53,application,O
53,",",O
53,performing,O
53,knowledge,O
53,transition,O
53,from,O
53,development,O
53,team,O
53,to,O
53,SCM,O
53,team,O
53,on,O
53,build,O
53,and,O
53,deployment,O
53,process,O
53,.,O
53,For,O
53,new,O
53,applications,O
53,",",O
53,work,O
53,with,O
53,development,O
53,to,O
53,get,O
53,the,O
53,requirements,O
53,of,O
53,application,O
53,build,O
53,and,O
53,deployment,O
53,process,O
53,.,O
53,Creating,O
53,War,O
53,Ear,O
53,files,O
53,using,O
53,Ant,O
53,Script,O
53,Creating,O
53,Jenkins,B-Skill
53,Hudson,B-Skill
53,jobs,O
53,.,O
53,Monitor,O
53,and,O
53,track,O
53,requests,O
53,in,O
53,Subversion,B-Skill
53,.,O
53,Monitor,O
53,and,O
53,fix,O
53,the,O
53,continuous,O
53,integration,O
53,builds,O
53,running,O
53,in,O
53,Jenkins,B-Skill
53,.,O
53,Troubleshooting,O
53,the,O
53,compilation,O
53,errors,O
53,and,O
53,provide,O
53,the,O
53,technical,O
53,support,O
53,to,O
53,the,O
53,developers,O
53,team,O
53,on,O
53,that,O
53,issue,O
53,.,O
53,Installation,O
53,",",O
53,configuring,O
53,",",O
53,administration,O
53,of,O
53,Web,O
53,Logic,O
53,9,O
53,.,O
53,x,O
53,",",O
53,10,O
53,.,O
53,x,O
53,on,O
53,Linux,B-Skill
53,environment,O
53,.,O
53,Supporting,O
53,Builds,O
53,for,O
53,Multiple,O
53,environments,O
53,like,O
53,Dev,O
53,",",O
53,QA,O
53,",",O
53,Staging,O
53,",",O
53,Perf,O
53,and,O
53,Production,O
53,.,O
53,Performing,O
53,Manual,O
53,and,O
53,Automation,O
53,Builds,O
53,using,O
53,Maven,B-Skill
53,and,O
53,Jenkins,B-Skill
53,.,O
53,Troubleshooting,O
53,the,O
53,middle,O
53,ware,O
53,issues,O
53,and,O
53,resolving,O
53,the,O
53,P2,O
53,",",O
53,P3,O
53,tickets,O
53,with,O
53,in,O
53,SLA,O
53,Provided,O
53,on,O
53,call,O
53,support,O
53,on,O
53,24,O
53,7,O
53,basis,O
53,Involved,O
53,in,O
53,creation,O
53,and,O
53,configuration,O
53,of,O
53,Domains,O
53,",",O
53,JVM,O
53,instances,O
53,in,O
53,production,O
53,",",O
53,QA,O
53,and,O
53,UAT,O
53,environments,O
53,.,O
53,Configured,O
53,clusters,O
53,to,O
53,provide,O
53,fail,O
53,over,O
53,",",O
53,load,O
53,balancing,O
53,and,O
53,deployed,O
53,applications,O
53,on,O
53,clusters,O
53,.,O
53,Installed,O
53,",",O
53,configured,O
53,and,O
53,administration,O
53,to,O
53,Web,O
53,logic,O
53,10,O
53,.,O
53,x,O
53,",",O
53,JDBC,O
53,Data,O
53,source,O
53,and,O
53,Connection,O
53,pool,O
53,configuration,O
53,with,O
53,Oracle,O
53,.,O
53,Web,O
53,Logic,O
53,Administration,O
53,",",O
53,Monitoring,O
53,and,O
53,Troubleshooting,O
53,using,O
53,Admin,O
53,Console,O
53,.,O
53,Have,O
53,excellent,O
53,experience,O
53,in,O
53,Client,O
53,Interaction,O
53,Provided,O
53,on,O
53,call,O
53,support,O
53,for,O
53,production,O
53,tickets,O
53,on,O
53,24,O
53,7,O
53,basis,O
53,.,O
53,Deployment,O
53,of,O
53,web,O
53,and,O
53,enterprise,O
53,applications,O
53,and,O
53,their,O
53,updates,O
53,in,O
53,dev,O
53,",",O
53,production,O
53,",",O
53,pre,O
53,production,O
53,using,O
53,Admin,O
53,console,O
53,.,O
53,Creating,O
53,branches,O
53,merging,O
53,using,O
53,Subversion,B-Skill
53,.,O
53,Performing,O
53,deployments,O
53,to,O
53,multiple,O
53,environments,O
53,like,O
53,Dev,O
53,",",O
53,QA,O
53,",",O
53,Field,O
53,",",O
53,Perf,O
53,",",O
53,UAT,O
53,Production,O
53,envs,O
53,Troubleshooting,O
53,application,O
53,related,O
53,issues,O
53,by,O
53,log,O
53,verification,O
53,.,O
53,Writing,O
53,a,O
53,UNIX,O
53,Shell,B-Skill
53,Script,O
53,and,O
53,schedule,O
53,in,O
53,the,O
53,respective,O
53,run,O
53,levels,O
53,for,O
53,automate,O
53,day,O
53,to,O
53,day,O
53,activities,O
53,such,O
53,as,O
53,auto,O
53,start,O
53,application,O
53,server,O
53,.,O
53,Automate,O
53,code,O
53,deployments,O
53,by,O
53,using,O
53,ANT,O
53,and,O
53,Jenkins,B-Skill
53,.,O
53,Sprint,O
53,Value,O
53,Added,O
53,Services,O
53,Client,O
53,:,O
53,Sprint,O
53,",",O
53,U,O
53,.,O
53,S,O
53,Role,O
53,:,O
53,Build,O
53,and,O
53,Release,O
53,Engineer,O
53,Environment,O
53,:,O
53,Maven,B-Skill
53,",",O
53,Jenkins,B-Skill
53,",",O
53,SVN,O
53,",",O
53,Linux,B-Skill
53,",",O
53,Weblogic,O
53,",",O
53,Apache,B-Skill
53,",",O
53,AWS,B-Skill
53,",",O
53,Docker,B-Skill
53,Duration,O
53,:,O
53,Dec,O
53,2015,O
53,to,O
53,Oct,O
53,2016,O
53,Project,O
53,Description,O
53,:,O
53,This,O
53,is,O
53,a,O
53,Value,O
53,Added,O
53,Services,O
53,provided,O
53,by,O
53,Sprint,O
53,.,O
53,This,O
53,application,O
53,is,O
53,based,O
53,on,O
53,Java,O
53,technology,O
53,.,O
53,For,O
53,this,O
53,we,O
53,have,O
53,to,O
53,schedule,O
53,the,O
53,tasks,O
53,and,O
53,have,O
53,to,O
53,collect,O
53,code,O
53,from,O
53,development,O
53,team,O
53,and,O
53,have,O
53,to,O
53,build,O
53,and,O
53,deploy,O
53,the,O
53,code,O
53,later,O
53,have,O
53,to,O
53,support,O
53,the,O
53,release,O
53,management,O
53,team,O
53,of,O
53,which,O
53,executing,O
53,Java,O
53,applications,O
53,build,O
53,and,O
53,deployments,O
53,in,O
53,Dev,O
53,",",O
53,QA,O
53,",",O
53,performance,O
53,and,O
53,production,O
53,environments,O
53,.,O
53,Responsibilities,O
53,:,O
53,For,O
53,on,O
53,boarding,O
53,existing,O
53,application,O
53,",",O
53,performing,O
53,knowledge,O
53,transition,O
53,from,O
53,development,O
53,team,O
53,to,O
53,SCM,O
53,team,O
53,on,O
53,build,O
53,and,O
53,deployment,O
53,process,O
53,.,O
53,For,O
53,new,O
53,applications,O
53,",",O
53,work,O
53,with,O
53,development,O
53,to,O
53,get,O
53,the,O
53,requirements,O
53,of,O
53,application,O
53,build,O
53,and,O
53,deployment,O
53,process,O
53,.,O
53,Installing,O
53,and,O
53,configuring,O
53,Subversion,B-Skill
53,SVN,O
53,and,O
53,Jenkins,B-Skill
53,.,O
53,Providing,O
53,support,O
53,to,O
53,Subversion,B-Skill
53,SVN,O
53,related,O
53,issues,O
53,.,O
53,Developing,O
53,and,O
53,maintaining,O
53,build,O
53,files,O
53,by,O
53,using,O
53,Ant,O
53,script,O
53,.,O
53,Integrate,O
53,Unit,O
53,Testing,O
53,in,O
53,Ant,O
53,builds,O
53,Installation,O
53,",",O
53,configuring,O
53,",",O
53,administration,O
53,of,O
53,Web,O
53,Logic,O
53,9,O
53,.,O
53,x,O
53,",",O
53,10,O
53,.,O
53,x,O
53,on,O
53,Linux,B-Skill
53,environment,O
53,.,O
53,Supporting,O
53,Builds,O
53,for,O
53,Multiple,O
53,environments,O
53,like,O
53,Dev,O
53,",",O
53,QA,O
53,",",O
53,Staging,O
53,",",O
53,Perf,O
53,and,O
53,Production,O
53,.,O
53,Performing,O
53,Manual,O
53,and,O
53,Automation,O
53,Builds,O
53,using,O
53,Maven,B-Skill
53,and,O
53,Jenkins,B-Skill
53,.,O
53,Troubleshooting,O
53,the,O
53,middle,O
53,ware,O
53,issues,O
53,and,O
53,resolving,O
53,the,O
53,P2,O
53,",",O
53,P3,O
53,tickets,O
53,with,O
53,in,O
53,SLA,O
53,Provided,O
53,on,O
53,call,O
53,support,O
53,on,O
53,24,O
53,7,O
53,basis,O
53,Involved,O
53,in,O
53,creation,O
53,and,O
53,configuration,O
53,of,O
53,Domains,O
53,",",O
53,JVM,O
53,instances,O
53,in,O
53,production,O
53,",",O
53,QA,O
53,and,O
53,UAT,O
53,environments,O
53,.,O
53,Configured,O
53,clusters,O
53,to,O
53,provide,O
53,fail,O
53,over,O
53,",",O
53,load,O
53,balancing,O
53,and,O
53,deployed,O
53,applications,O
53,on,O
53,clusters,O
53,.,O
53,Installed,O
53,",",O
53,configured,O
53,and,O
53,administration,O
53,to,O
53,Web,O
53,logic,O
53,10,O
53,.,O
53,x,O
53,",",O
53,JDBC,O
53,Data,O
53,source,O
53,and,O
53,Connection,O
53,pool,O
53,configuration,O
53,with,O
53,Oracle,O
53,.,O
53,Web,O
53,Logic,O
53,Administration,O
53,",",O
53,Monitoring,O
53,and,O
53,Troubleshooting,O
53,using,O
53,Admin,O
53,Console,O
53,.,O
53,Have,O
53,excellent,O
53,experience,O
53,in,O
53,Client,O
53,Interaction,O
53,Provided,O
53,on,O
53,call,O
53,support,O
53,for,O
53,production,O
53,tickets,O
53,on,O
53,24,O
53,7,O
53,basis,O
53,.,O
53,Deployment,O
53,of,O
53,web,O
53,and,O
53,enterprise,O
53,applications,O
53,and,O
53,their,O
53,updates,O
53,in,O
53,dev,O
53,",",O
53,production,O
53,",",O
53,pre,O
53,production,O
53,using,O
53,Admin,O
53,console,O
53,.,O
53,Building,O
53,the,O
53,source,O
53,code,O
53,using,O
53,Jenkins,B-Skill
53,.,O
53,Helped,O
53,developers,O
53,in,O
53,resolving,O
53,SVN,O
53,issues,O
53,and,O
53,concerns,O
53,.,O
53,Responsible,O
53,for,O
53,weekly,O
53,and,O
53,daily,O
53,work,O
53,checks,O
53,and,O
53,backups,O
53,.,O
53,Environment,O
53,:,O
53,WebLogic,B-Skill
53,Application,O
53,Server,O
53,10,O
53,.,O
53,3,O
53,",",O
53,JDK1,O
53,.,O
53,6,O
53,",",O
53,Oracle,O
53,",",O
53,Apache,B-Skill
53,Webserver,O
53,",",O
53,Linux,B-Skill
53,",",O
53,JIRA,O
53,",",O
53,Infra,O
53,",",O
53,SSH,O
53,",",O
53,TOAD,O
53,KOhls,O
53,Retail,O
53,Services,O
53,Client,O
53,:,O
53,Kohls,O
53,",",O
53,US,O
53,Role,O
53,:,O
53,Build,O
53,and,O
53,Release,O
53,Engineer,O
53,.,O
53,Environment,O
53,:,O
53,Maven,B-Skill
53,",",O
53,Jenkins,B-Skill
53,",",O
53,SVN,O
53,",",O
53,Linux,B-Skill
53,",",O
53,WebLogic,B-Skill
53,",",O
53,Apache,B-Skill
53,Duration,O
53,:,O
53,July,O
53,2015,O
53,to,O
53,Nov,O
53,2015,O
53,Project,O
53,Description,O
53,:,O
53,This,O
53,application,O
53,is,O
53,based,O
53,on,O
53,Java,O
53,technology,O
53,.,O
53,For,O
53,this,O
53,we,O
53,have,O
53,to,O
53,schedule,O
53,the,O
53,tasks,O
53,and,O
53,have,O
53,to,O
53,collect,O
53,code,O
53,from,O
53,development,O
53,team,O
53,and,O
53,have,O
53,to,O
53,build,O
53,and,O
53,deploy,O
53,the,O
53,code,O
53,later,O
53,have,O
53,to,O
53,support,O
53,the,O
53,release,O
53,management,O
53,team,O
53,of,O
53,which,O
53,executing,O
53,Java,O
53,applications,O
53,build,O
53,and,O
53,deployments,O
53,in,O
53,Dev,O
53,",",O
53,QA,O
53,",",O
53,performance,O
53,and,O
53,production,O
53,environments,O
53,.,O
53,Responsibilities,O
53,:,O
53,Developing,O
53,and,O
53,maintaining,O
53,build,O
53,files,O
53,by,O
53,using,O
53,Ant,O
53,script,O
53,.,O
53,Integrate,O
53,Unit,O
53,Testing,O
53,in,O
53,Ant,O
53,builds,O
53,Installation,O
53,",",O
53,configuring,O
53,",",O
53,administration,O
53,of,O
53,Web,O
53,Logic,O
53,9,O
53,.,O
53,x,O
53,",",O
53,10,O
53,.,O
53,x,O
53,on,O
53,Linux,B-Skill
53,environment,O
53,.,O
53,Supporting,O
53,Builds,O
53,for,O
53,Multiple,O
53,environments,O
53,like,O
53,Dev,O
53,",",O
53,QA,O
53,",",O
53,Staging,O
53,",",O
53,Perf,O
53,and,O
53,Production,O
53,.,O
53,Supporting,O
53,Builds,O
53,for,O
53,Multiple,O
53,environments,O
53,like,O
53,Dev,O
53,",",O
53,QA,O
53,",",O
53,Staging,O
53,",",O
53,Perf,O
53,and,O
53,Production,O
53,.,O
53,Performing,O
53,Manual,O
53,and,O
53,Automation,O
53,Builds,O
53,using,O
53,Maven,B-Skill
53,and,O
53,Jenkins,B-Skill
53,.,O
53,Deploying,O
53,WAR,O
53,",",O
53,EAR,O
53,applications,O
53,on,O
53,various,O
53,targeted,O
53,servers,O
53,in,O
53,the,O
53,clustered,O
53,environments,O
53,.,O
53,Web,O
53,Logic,O
53,Administration,O
53,",",O
53,Monitoring,O
53,and,O
53,Troubleshooting,O
53,using,O
53,Admin,O
53,Console,O
53,.,O
53,Analyzing,O
53,log,O
53,files,O
53,and,O
53,periodic,O
53,removal,O
53,of,O
53,them,O
53,Creating,O
53,branches,O
53,merging,O
53,using,O
53,Subversion,B-Skill
53,.,O
53,Performing,O
53,deployments,O
53,to,O
53,multiple,O
53,environments,O
53,like,O
53,Dev,O
53,",",O
53,QA,O
53,",",O
53,Field,O
53,",",O
53,Perf,O
53,",",O
53,UAT,O
53,Production,O
53,envs,O
53,Troubleshooting,O
53,application,O
53,related,O
53,issues,O
53,by,O
53,log,O
53,verification,O
53,.,O
53,Writing,O
53,a,O
53,UNIX,O
53,Shell,B-Skill
53,Script,O
53,and,O
53,schedule,O
53,in,O
53,the,O
53,respective,O
53,run,O
53,levels,O
53,for,O
53,automate,O
53,day,O
53,to,O
53,day,O
53,activities,O
53,such,O
53,as,O
53,auto,O
53,start,O
53,application,O
53,server,O
53,.,O
53,Automate,O
53,code,O
53,deployments,O
53,by,O
53,using,O
53,ANT,O
53,and,O
53,Jenkins,B-Skill
53,.,O
53,Involved,O
53,in,O
53,changing,O
53,heap,O
53,parameters,O
53,like,O
53,Xms,O
53,",",O
53,Xmx,O
53,",",O
53,XnoOpt,O
53,",",O
53,XnoHup,O
53,etc,O
53,.,O
53,Perform,O
53,daily,O
53,environment,O
53,health,O
53,check,O
53,Good,O
53,in,O
53,taking,O
53,the,O
53,thread,O
53,dumps,O
53,and,O
53,finding,O
53,the,O
53,root,O
53,cause,O
53,analysis,O
53,.,O
53,Created,O
53,and,O
53,configured,O
53,web,O
53,logic,O
53,server,O
53,instances,O
53,",",O
53,clusters,O
53,in,O
53,domain,O
53,environment,O
53,.,O
53,Installed,O
53,web,O
53,logic,O
53,on,O
53,production,O
53,boxes,O
53,in,O
53,console,O
53,mode,O
53,.,O
53,Strong,O
53,experience,O
53,in,O
53,administrating,O
53,by,O
53,using,O
53,Admin,O
53,console,O
53,.,O
53,Environment,O
53,:,O
53,WebLogic,B-Skill
53,Application,O
53,Server,O
53,9,O
53,.,O
53,2,O
53,",",O
53,Java,O
53,",",O
53,Oracle,O
53,",",O
53,Apache,B-Skill
53,Webserver,O
53,",",O
53,Linux,B-Skill
53,",",O
53,JIRA,O
53,",",O
53,Managenow,O
53,",",O
53,Putty,O
53,",",O
53,TOAD,O
53,Willing,O
53,to,O
53,relocate,O
53,to,O
53,:,O
53,Hyderabad,O
53,",",O
53,Telangana,O
53,Bangalore,O
53,Urban,O
53,",",O
53,Karnataka,O
53,Chennai,O
53,",",O
53,Tamil,O
53,Nadu,O
53,WORK,O
53,EXPERIENCE,O
53,Configuration,O
53,Engineer,O
53,Oracle,O
53,Hyderabad,O
53,",",O
53,Telangana,O
53,July,O
53,2015,O
53,to,O
53,Present,O
53,Hands,O
53,on,O
53,experience,O
53,in,O
53,end,O
53,end,O
53,process,O
53,of,O
53,Build,O
53,Management,O
53,",",O
53,Release,O
53,Management,O
53,and,O
53,Configuration,O
53,Management,O
53,.,O
53,Hands,O
53,on,O
53,experience,O
53,on,O
53,supporting,O
53,configuration,O
53,management,O
53,tools,O
53,on,O
53,both,O
53,physical,O
53,and,O
53,cloud,O
53,environment,O
53,Involved,O
53,in,O
53,setting,O
53,up,O
53,Jenkins,B-Skill
53,in,O
53,Distributed,O
53,Environments,O
53,with,O
53,Master,O
53,and,O
53,Slave,O
53,Working,O
53,experience,O
53,on,O
53,Subversion,B-Skill
53,SVN,O
53,administration,O
53,and,O
53,basic,O
53,usage,O
53,Creating,O
53,Branches,O
53,",",O
53,tags,O
53,and,O
53,providing,O
53,SVN,O
53,user,O
53,access,O
53,to,O
53,all,O
53,developers,O
53,in,O
53,the,O
53,organization,O
53,Managing,O
53,application,O
53,server,O
53,instances,O
53,running,O
53,on,O
53,AWS,B-Skill
53,Involved,O
53,in,O
53,configuring,O
53,EC2,O
53,instances,O
53,along,O
53,with,O
53,Auto,O
53,scale,O
53,up,O
53,options,O
53,.,O
53,Involved,O
53,in,O
53,configuration,O
53,Management,O
53,using,O
53,CHEF,B-Skill
53,and,O
53,automated,O
53,the,O
53,complete,O
53,platform,O
53,setup,O
53,.,O
53,Good,O
53,knowledge,O
53,on,O
53,Cookbooks,O
53,",",O
53,Chef,O
53,Kitchen,O
53,",",O
53,Burks,O
53,file,O
53,and,O
53,Metadata,O
53,.,O
53,Involved,O
53,in,O
53,automating,O
53,the,O
53,release,O
53,using,O
53,UDeploy,B-Skill
53,and,O
53,deploying,O
53,the,O
53,application,O
53,to,O
53,different,O
53,environments,O
53,.,O
53,Involved,O
53,in,O
53,container,O
53,setup,O
53,with,O
53,Docker,B-Skill
53,.,O
53,Having,O
53,good,O
53,understanding,O
53,of,O
53,creating,O
53,and,O
53,running,O
53,Docker,B-Skill
53,images,O
53,.,O
53,Involved,O
53,in,O
53,writing,O
53,Applications,O
53,",",O
53,Componenets,O
53,",",O
53,Resources,O
53,and,O
53,component,O
53,process,O
53,flow,O
53,.,O
53,Configured,O
53,Jenkins,B-Skill
53,as,O
53,contionus,O
53,integration,O
53,tool,O
53,for,O
53,regular,O
53,source,O
53,code,O
53,builds,O
53,.,O
53,Experience,O
53,in,O
53,setting,O
53,up,O
53,branching,O
53,strategies,O
53,",",O
53,merging,O
53,and,O
53,taking,O
53,regular,O
53,backups,O
53,of,O
53,the,O
53,source,O
53,code,O
53,on,O
53,SVN,O
53,server,O
53,Helping,O
53,the,O
53,Developers,O
53,in,O
53,SVN,O
53,related,O
53,issues,O
53,Written,O
53,the,O
53,integrated,O
53,build,O
53,automation,O
53,scripts,O
53,using,O
53,Ant,O
53,Perform,O
53,the,O
53,QA,O
53,Stress,O
53,and,O
53,UAT,O
53,builds,O
53,and,O
53,deployed,O
53,the,O
53,binaries,O
53,on,O
53,respective,O
53,environment,O
53,servers,O
53,Monitoring,O
53,the,O
53,deployment,O
53,in,O
53,all,O
53,the,O
53,servers,O
53,Supported,O
53,setting,O
53,up,O
53,of,O
53,various,O
53,environments,O
53,in,O
53,multi,O
53,tier,O
53,architecture,O
53,involving,O
53,load,O
53,balancers,O
53,",",O
53,Apache,B-Skill
53,webservers,O
53,",",O
53,Oracle,O
53,database,O
53,",",O
53,Developed,O
53,custom,O
53,scripts,O
53,to,O
53,automate,O
53,the,O
53,build,O
53,and,O
53,release,O
53,process,O
53,.,O
53,Implemented,O
53,a,O
53,custom,O
53,authentication,O
53,with,O
53,WebLogic,B-Skill
53,for,O
53,user,O
53,authentication,O
53,",",O
53,authorization,O
53,and,O
53,password,O
53,policy,O
53,Monitoring,O
53,environment,O
53,using,O
53,monitoring,O
53,tools,O
53,like,O
53,Wily,O
53,monitoring,O
53,tool,O
53,and,O
53,custom,O
53,shell,O
53,script,O
53,.,O
53,Involved,O
53,in,O
53,integrating,O
53,WebLogic,B-Skill
53,with,O
53,Wily,O
53,introscope,O
53,.,O
53,Involved,O
53,in,O
53,resolving,O
53,tickets,O
53,with,O
53,different,O
53,SLAs,O
53,like,O
53,SEV1,O
53,",",O
53,SEV2,O
53,",",O
53,SEV3,O
53,and,O
53,SEV4,O
53,.,O
53,Involved,O
53,in,O
53,change,O
53,management,O
53,process,O
53,like,O
53,opening,O
53,change,O
53,records,O
53,using,O
53,change,O
53,management,O
53,tools,O
53,like,O
53,INFRA,O
53,",",O
53,Managenow,O
53,.,O
53,Providing,O
53,on,O
53,call,O
53,",",O
53,weekend,O
53,and,O
53,deployment,O
53,support,O
53,.,O
53,Involved,O
53,in,O
53,applying,O
53,security,O
53,patches,O
53,using,O
53,WebLogic,B-Skill
53,Utility,O
53,.,O
53,Deploying,O
53,applications,O
53,using,O
53,different,O
53,deployment,O
53,strategies,O
53,like,O
53,Stage,O
53,",",O
53,No,O
53,Stage,O
53,and,O
53,External,O
53,stage,O
53,.,O
53,Configuration,O
53,Engineer,O
53,Oracle,O
53,Devops,O
53,EDUCATION,O
53,B,O
53,.,O
53,TECH,O
53,B,O
53,.,O
53,E,O
53,Annamacharya,O
53,Institute,O
53,of,O
53,Technology,O
53,",",O
53,JNTU,O
53,",",O
53,Hyderabad,O
53,Hyderabad,O
53,",",O
53,Telangana,O
53,2015,O
53,SKILLS,O
53,AWS,B-Skill
53,1,O
53,year,O
53,",",O
53,CHEF,B-Skill
53,1,O
53,year,O
53,",",O
53,Linux,B-Skill
53,2,O
53,years,O
53,",",O
53,git,B-Skill
53,",",O
53,svn,B-Skill
53,",",O
53,maven,B-Skill
53,",",O
53,devops,B-Skill
53,",",O
53,jenkins,B-Skill
53,",",O
53,Docker,B-Skill
53,",",O
53,weblogic,B-Skill
53,ADDITIONAL,O
53,INFORMATION,O
53,Operating,O
53,Systems,O
53,Windows,O
53,servers,O
53,Windows,O
53,XP,O
53,7,O
53,",",O
53,Red,O
53,Hat,O
53,LINUX,O
53,5,O
53,Database,O
53,Oracle,O
53,11g,O
53,Release,O
53,Tools,O
53,UDeploy,B-Skill
53,",",O
53,Jenkins,B-Skill
53,Cloud,B-Skill
53,AWS,B-Skill
53,Configuration,O
53,Tools,O
53,CHEF,B-Skill
54,Pratibha,O
54,P,O
54,Principal,O
54,Consultant,O
54,at,O
54,Oracle,B-Skill
54,Bengaluru,O
54,",",O
54,Karnataka,O
54,Email,O
54,me,O
54,on,O
54,Indeed,O
54,:,O
54,indeed,O
54,.,O
54,com,O
54,r,O
54,Pratibha,O
54,P,O
54,b4c1202741d63c6c,O
54,Over,O
54,14,O
54,years,O
54,of,O
54,experience,O
54,in,O
54,estimation,O
54,",",O
54,design,O
54,",",O
54,development,O
54,",",O
54,implementation,O
54,",",O
54,testing,O
54,and,O
54,enhancement,O
54,of,O
54,various,O
54,Oracle,B-Skill
54,applications,O
54,.,O
54,Currently,O
54,working,O
54,as,O
54,Principal,O
54,Consultant,O
54,Oracle,B-Skill
54,Applications,I-Skill
54,with,O
54,the,O
54,consulting,O
54,group,O
54,Global,O
54,Service,O
54,Delivery,O
54,GSD,O
54,of,O
54,Oracle,B-Skill
54,India,O
54,Pvt,O
54,Ltd,O
54,",",O
54,Bangalore,O
54,.,O
54,Possesses,O
54,excellent,O
54,communication,O
54,",",O
54,extensive,O
54,functional,O
54,and,O
54,technical,B-Skill
54,experience,O
54,in,O
54,implementing,O
54,Oracle,B-Skill
54,E,O
54,business,O
54,Suite,O
54,applications,O
54,.,O
54,Worked,O
54,on,O
54,various,O
54,modules,O
54,like,O
54,AR,B-Skill
54,",",O
54,AP,B-Skill
54,",",O
54,GL,B-Skill
54,",",O
54,FA,B-Skill
54,",",O
54,OLFM,B-Skill
54,",",O
54,HRMS,B-Skill
54,and,I-Skill
54,PO,O
54,.,O
54,Has,O
54,gained,O
54,proficiency,O
54,in,O
54,Oracle,B-Skill
54,9i,O
54,10g,O
54,",",O
54,SQL,B-Skill
54,",",O
54,PL,O
54,SQL,B-Skill
54,",",O
54,Discoverer,B-Skill
54,10g,O
54,",",O
54,Oracle,B-Skill
54,reports,O
54,6i,O
54,10g,O
54,",",O
54,BI,B-Skill
54,Publisher,I-Skill
54,reports,O
54,",",O
54,OEM,O
54,For,O
54,data,O
54,masking,O
54,",",O
54,Methodologies,O
54,Oracle,B-Skill
54,AIM,O
54,",",O
54,OUM,O
54,Migration,O
54,Tool,O
54,Kintana,B-Skill
54,Willing,O
54,to,O
54,relocate,O
54,to,O
54,:,O
54,Bangalore,O
54,City,O
54,",",O
54,Karnataka,O
54,WORK,O
54,EXPERIENCE,O
54,Principal,O
54,Consultant,O
54,Oracle,B-Skill
54,July,O
54,2012,O
54,to,O
54,Present,O
54,Over,O
54,14,O
54,years,O
54,of,O
54,experience,O
54,in,O
54,estimation,O
54,",",O
54,design,O
54,",",O
54,development,O
54,",",O
54,implementation,O
54,",",O
54,testing,O
54,and,O
54,enhancement,O
54,of,O
54,various,O
54,Oracle,B-Skill
54,applications,O
54,.,O
54,Currently,O
54,working,O
54,as,O
54,Principal,O
54,Consultant,O
54,Oracle,B-Skill
54,Applications,I-Skill
54,with,O
54,the,O
54,consulting,O
54,group,O
54,Global,O
54,Service,O
54,Delivery,O
54,GSD,O
54,of,O
54,Oracle,B-Skill
54,India,O
54,Pvt,O
54,Ltd,O
54,",",O
54,Bangalore,O
54,.,O
54,Possesses,O
54,excellent,O
54,communication,O
54,",",O
54,extensive,O
54,functional,O
54,and,O
54,technical,B-Skill
54,experience,O
54,in,O
54,implementing,O
54,Oracle,B-Skill
